T_Key,label,attribute,sex,x,y,cluster
6,aiko,歌手・ミュージシャン,F,72.5,67.7,今旬
9,相葉雅紀（嵐）,俳優,M,87.6,72.5,今旬
13,蒼井優,俳優,F,71.5,70.9,今旬
17,明石家さんま,お笑いタレント,M,93.3,71.2,今旬
25,浅田真央,著名人,F,86.4,67.5,今旬
28,浅野忠信,俳優,M,62.4,64.9,今旬
31,安住紳一郎,キャスター,M,77.5,76,今旬
37,阿部サダヲ,俳優,M,77.5,73.5,今旬
40,阿部寛,俳優,M,82.1,80.3,今旬
41,天海祐希,俳優,F,79.1,77.7,今旬
43,雨上がり決死隊,お笑いタレント,M,77.2,52.5,大御所＆安定
45,綾瀬はるか,俳優,F,90,84,今旬
47,綾小路きみまろ,お笑いタレント,M,78.5,57.2,大御所＆安定
48,新垣結衣,俳優,F,86.2,85.3,今旬
50,有田哲平（くりぃむしちゅー）,お笑いタレント,M,83.3,71.4,今旬
55,アンタッチャブル,お笑いタレント,M,75,75,今旬
64,生田斗真,俳優,M,73.9,79.1,今旬
65,池脇千鶴,俳優,F,50.1,68.1,注目
72,石田純一,タレント,M,81.5,28.7,大御所＆安定
73,石田ゆり子,俳優,F,74.5,80.5,該当なし
74,石塚英彦（ホンジャマカ）,お笑いタレント,M,78.4,60.7,今旬
75,石橋貴明（とんねるず）,お笑いタレント,M,82.6,54.5,大御所＆安定
78,石原さとみ,俳優,F,89.7,73.7,今旬
84,市川海老蔵,俳優,M,83.1,56.9,
92,イチロー,著名人,M,89.2,69.6,今旬
97,伊藤淳史,俳優,M,57.3,67.8,今旬
102,稲垣吾郎,俳優,M,79.2,64.1,今旬
104,井上真央,俳優,F,72.8,72.9,今旬
107,井ノ原快彦（V６）,俳優,M,82.2,73.5,今旬
111,今田耕司,お笑いタレント,M,83.6,63.6,今旬
119,上田晋也（くりぃむしちゅー）,お笑いタレント,M,85.8,71.4,今旬
120,上田竜也（KAT-TUN）,俳優,M,62.9,62.9,注目
122,上野樹里,俳優,F,70.8,75.7,今旬
125,ウエンツ瑛士,俳優,M,80.7,61.9,今旬
132,内野聖陽,俳優,M,49.1,73.5,注目
133,内村光良（ウッチャンナンチャン）,お笑いタレント,M,86.9,78.1,今旬
135,有働由美子,キャスター,F,64.3,69.3,注目
138,永山瑛太,俳優,M,38.6,77.2,NEXTブレイク
140,江川卓,スポーツ解説者,M,64.6,52.3,大御所＆安定
141,EXILE,歌手・ミュージシャン,M,58.3,56.2,注目
142,江口洋介,俳優,M,77.4,69.1,今旬
152,遠藤憲一,俳優,M,76.1,79.6,
153,遠藤章造（ココリコ）,お笑いタレント,M,79.1,57.4,
157,大泉洋,俳優,M,87,78.6,今旬
162,大下容子,キャスター,F,37.9,72.7,NEXTブレイク
167,太田光（爆笑問題）,お笑いタレント,M,87.4,59,今旬
173,大野智（嵐）,俳優,M,87.5,70.5,今旬
178,岡田准一（V６）,俳優,M,80.5,73.6,今旬
179,緒形直人,俳優,M,52.4,64.9,注目
180,岡村隆史（ナインティナイン）,お笑いタレント,M,90.9,63.1,今旬
185,おぎやはぎ,お笑いタレント,M,80.1,67,今旬
186,奥田瑛二,俳優,M,51.7,57.8,
187,小倉智昭,キャスター,M,68.8,41.7,大御所＆安定
189,小倉弘子,キャスター,F,19,67,NEXTブレイク
191,小栗旬,俳優,M,84.7,75.2,
199,オダギリジョー,俳優,M,70.4,67.6,今旬
200,織田裕二,俳優,M,78.6,62.8,今旬
208,香川照之,俳優,M,82.8,75.9,今旬
209,GACKT,歌手・ミュージシャン,M,83.5,60.9,今旬
210,筧利夫,俳優,M,59.3,59.7,注目
221,勝地涼,俳優,M,60.5,55.6,注目
225,加藤浩次,お笑いタレント,M,82.5,58.4,
230,香取慎吾,俳優,M,89.9,63.3,今旬
238,上川隆也,俳優,M,67.4,71.5,今旬
239,神木隆之介,俳優,M,76.6,78.5,今旬
244,亀梨和也（KAT-TUN）,俳優,M,79.3,67.7,今旬
246,唐沢寿明,俳優,M,79.8,73.2,今旬
247,香里奈,俳優,F,68.5,68,注目
255,関ジャニ∞,歌手・ミュージシャン,M,64.7,73.3,今旬
259,カンニング竹山,お笑いタレント,M,86.5,58.8,大御所＆安定
260,菅野美穂,俳優,F,79.3,73.5,今旬
267,岸部一徳,俳優,M,54.6,67.7,
268,北大路欣也,俳優,M,67.9,70,今旬
270,北島康介,著名人,M,79.8,55.4,今旬
272,北野武（ビートたけし）,お笑いタレント,M,85.9,61.4,今旬
273,北村一輝,俳優,M,67.2,76.6,今旬
276,木梨憲武（とんねるず）,お笑いタレント,M,84,60.4,今旬
282,木村拓哉,俳優,M,92.2,61,該当なし
284,木村祐一,お笑いタレント,M,68.4,53.5,大御所＆安定
285,木村佳乃,俳優,F,77.9,75.7,今旬
293,草彅剛,俳優,M,84.5,64.9,今旬
299,国仲涼子,俳優,F,56.3,70,注目
302,久保田利伸,歌手・ミュージシャン,M,67.8,71.3,今旬
307,倉木麻衣,歌手・ミュージシャン,F,66.6,65.9,注目
310,くりぃむしちゅー,お笑いタレント,M,84.2,75.2,今旬
317,黒木瞳,俳優,F,77.9,58.5,大御所＆安定
322,桑田佳祐（サザンオールスターズ）,歌手・ミュージシャン,M,79.9,69.6,今旬
323,劇団ひとり,お笑いタレント,M,85.5,66.5,今旬
324,ケツメイシ,歌手・ミュージシャン,M,37.2,74.1,NEXTブレイク
327,小池栄子,俳優,F,76.2,75.2,今旬
328,小池徹平,俳優,M,74.4,69.9,今旬
330,小泉孝太郎,俳優,M,79.6,67.4,今旬
337,河本準一（次長課長）,お笑いタレント,M,75.4,49.1,大御所＆安定
340,国分太一（TOKIO）,俳優,M,84.6,66.3,今旬
341,ココリコ,お笑いタレント,M,77.4,62.6,今旬
357,小日向文世,俳優,M,71.8,76.1,今旬
361,小雪,俳優,F,67.2,57.9,大御所＆安定
375,堺雅人,俳優,M,83.4,77.8,今旬
378,坂本昌行（V6）,俳優,M,68,66.8,今旬
379,坂本龍一,歌手・ミュージシャン,M,65.8,63.5,今旬
381,櫻井淳子,俳優,F,33.7,68.2,注目
382,櫻井翔（嵐）,俳優,M,89,71.3,今旬
385,佐々木蔵之介,俳優,M,71.5,74.9,今旬
386,サザンオールスターズ,歌手・ミュージシャン,M,78.6,75.6,今旬
387,さだまさし,歌手・ミュージシャン,M,76.3,59.6,今旬
390,佐藤浩市,俳優,M,73.4,72,今旬
394,佐藤隆太,俳優,M,67.9,70.7,今旬
398,さまぁ～ず,お笑いタレント,M,81.9,72.6,今旬
401,沢村一樹,俳優,M,75.9,77,
402,椎名桔平,俳優,M,67.7,72.9,今旬
403,椎名林檎,歌手・ミュージシャン,F,65.9,68,今旬
404,志田未来,俳優,F,65.7,75.4,今旬
405,次長課長,お笑いタレント,M,70.5,51.9,大御所＆安定
406,品川庄司,お笑いタレント,M,76.2,49.8,大御所＆安定
408,篠原涼子,俳優,F,80.4,74.3,今旬
409,柴咲コウ,俳優,F,77.8,70.1,今旬
412,柴田理恵,タレント,F,82.6,60.4,大御所＆安定
424,城島茂（TOKIO）,俳優,M,87,69.9,今旬
425,笑福亭鶴瓶,お笑いタレント,M,86.6,69.2,今旬
432,陣内智則,お笑いタレント,M,83.5,69.8,今旬
433,辛坊治郎,キャスター,M,46.9,45,該当なし
437,鈴江奈々,キャスター,F,39.2,57.1,注目
441,鈴木京香,俳優,F,69,72.3,今旬
443,鈴木砂羽,俳優,F,53.7,65.7,注目
446,スピードワゴン,お笑いタレント,M,71.3,62.1,今旬
447,スピッツ,歌手・ミュージシャン,M,61.6,81,該当なし
452,関根勤,お笑いタレント,M,81.7,62.2,今旬
456,膳場貴子,キャスター,F,25.3,69.4,NEXTブレイク
461,ダウンタウン,お笑いタレント,M,87.9,72.4,今旬
462,タカアンドトシ,お笑いタレント,M,85.6,72.7,今旬
466,高島彩,キャスター,F,64.4,66.9,注目
469,高橋克典,俳優,M,71.3,71.8,今旬
472,高橋英樹,俳優,M,72.5,60.4,今旬
475,高橋由伸,スポーツ解説者,M,65.6,57.3,注目
476,高畑淳子,俳優,F,69.5,54.7,該当なし
484,竹内まりや,歌手・ミュージシャン,F,66,75.6,今旬
487,武田鉄矢,俳優,M,83.6,52.2,大御所＆安定
491,竹野内豊,俳優,M,71.5,77.2,今旬
496,田中直樹（ココリコ）,お笑いタレント,M,80.5,67,今旬
497,田中将大,現役スポーツ選手,M,77.6,68.1,今旬
502,田中裕二（爆笑問題）,お笑いタレント,M,80.8,66.4,今旬
508,谷原章介,俳優,M,69.7,67.7,今旬
512,玉木宏,俳優,M,73.6,77.3,今旬
513,玉山鉄二,俳優,M,57.2,72.5,注目
516,タモリ,お笑いタレント,M,89.6,74.9,今旬
527,土田晃之,お笑いタレント,M,73.6,62.6,今旬
530,堤真一,俳優,M,72.1,75.9,今旬
531,妻夫木聡,俳優,M,78.4,76,今旬
535,デーブ・スペクター,キャスター,M,78.9,46.9,大御所＆安定
536,出川哲朗,お笑いタレント,M,91.3,72.1,今旬
537,手越祐也（NEWS）,俳優,M,78.4,45.4,大御所＆安定
542,寺島しのぶ,俳優,F,56.7,63.3,注目
545,テリー伊藤,タレント,M,79,40.5,大御所＆安定
548,堂本光一（KinKi Kids）,俳優,M,81.2,70.1,今旬
549,堂本剛（KinKi Kids）,俳優,M,78.8,69.6,今旬
550,TOKIO,歌手・ミュージシャン,M,84,75.3,今旬
551,時任三郎,俳優,M,64.9,71.4,今旬
555,徳光和夫,キャスター,M,79.3,49.3,大御所＆安定
556,所ジョージ,お笑いタレント,M,88.9,71.9,今旬
557,戸田恵梨香,俳優,F,80.9,76.4,今旬
565,友近,お笑いタレント,F,85.1,65.6,今旬
568,DREAMS COME TRUE,歌手・ミュージシャン,F,72.4,72.9,今旬
571,とんねるず,お笑いタレント,M,83.6,57.3,
573,ナインティナイン,お笑いタレント,M,84.5,67.1,
576,中居正広,俳優,M,86.9,71.9,今旬
581,中川翔子,タレント,F,77.5,64.1,大御所＆安定
584,長澤まさみ,俳優,F,84.9,79.6,今旬
586,長嶋茂雄,著名人,M,80.7,60.6,今旬
589,長瀬智也（TOKIO）,俳優,M,87.1,77.9,今旬
593,長塚京三,俳優,M,46.5,66.1,注目
595,長野博（V6）,俳優,M,67.6,64.1,今旬
599,仲間由紀恵,俳優,F,84.9,74.1,今旬
600,中丸雄一（KAT-TUN）,俳優,M,66.8,71.2,今旬
611,中山秀征,タレント,M,71.8,56.1,大御所＆安定
613,中山美穂,俳優,F,64.5,60.5,大御所＆安定
621,生瀬勝久,俳優,M,67.4,74.6,今旬
623,成海璃子,俳優,F,49,64,注目
624,南海キャンディーズ,お笑いタレント,F,85.5,67.9,今旬
625,南原清隆（ウッチャンナンチャン）,お笑いタレント,M,83.5,62.5,今旬
